id,title,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,variety,winery
810,Aiken 2013 Cabernet Sauvignon,US,"This wine opens with a confectionary nose, slowly unleashing its thick, concentrated richness of dark cherry and cassis on the palate. Between the layers are grippy tannins and shakes of meaty leather and black pepper. This could stand some time in a decanter or swirling in the glass before enjoying.",,90,125.0,California,Rutherford,Napa,Virginie Boone,@vboone,Cabernet Sauvignon,Aiken
811,Castell 2015 Castell Silvaner,Germany,"White blossom perfume accents notes of fresh lemon, lime and green melon in this aromatic Silvaner. While dry in style, it's refreshingly juicy on the palate, bursting with pristine citrus flavor tinged by edges of lime and lemon pith. Mouth filling and rich in texture, it clings lusciously through a long finish.",Castell,90,16.0,Franken,,,Anna Lee C. Iijima,,Silvaner,Castell
812,Donkey & Goat 2013 Perli Vineyards Syrah,US,"This is a particularly expressive wine with lots of personality. It opens with aromas of cherry, tea and wood smoke, and tastes very dry and structured with vivid fruit acidity and tannins. Sour cherry and raspberry provide the fruit flavors.",Perli Vineyards,90,42.0,California,Mendocino Ridge,,Jim Gordon,@gordone_cellars,Syrah,Donkey & Goat
813,Torbreck 2013 Cuvee Juveniles Red,Australia,"Built for early consumption, this blend of 59% Grenache, 22% Shiraz and 19% Mataro is lush and warm, offering chocolaty notes alongside hints of brown sugar, grilled meat and blueberries. Drink now–2022.",Cuvee Juveniles,90,22.0,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,Red Blend,Torbreck
814,Valdicava 2012  Rosso di Montalcino,Italy,"Aromas of toasted oak, crushed blue flower, underbrush, espresso, licorice and toasted notes take center stage. There's not much fruit richness here so drink now before it fades.",,86,,Tuscany,Rosso di Montalcino,,Kerin O’Keefe,@kerinokeefe,Sangiovese,Valdicava
815,Finn Hill 2013 Soleil Sauvignon Blanc,US,"All from Rosebud Vineyard, this moderately aromatic wine brings notes of herbs and pineapple, with Sémillon (15%) adding fig to the mix. The concentration doesn't seem all there and it needs a bit more acid to stand it up.",Soleil,86,18.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Sauvignon Blanc,Finn Hill
816,Keuka Spring 2013 Pre-Emption Vineyard Gewürztraminer,US,"While demure on the nose, this light-footed Gewürztraminer is pretty on the palate with delicate lychee and floral notes. Its unusually nervous and shy for it's variety, but refreshingly quaffable.",Pre-Emption Vineyard,86,22.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Gewürztraminer,Keuka Spring
817,La Playa 2012 Block Selection Reserve Block N. 10 Merlot,Chile,"Earthy, lightly stewed aromas of plum and berry set up a lively but pinched and narrow palate with candied flavors of mixed red berry fruits. Additional red-fruit friendliness rolls onto the finish of this pleasant but basic Merlot.",Block Selection Reserve Block N. 10,86,12.0,Colchagua Valley,,,Michael Schachner,@wineschach,Merlot,La Playa
818,Les Vins Aujoux 2013 Belle Grâce,France,"The wine is warm and round, full of ripe berry fruits and soft tannins. It's ready to drink now with its full structure, balanced acidity and juicy aftertaste.",Belle Grâce,86,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Gamay,Les Vins Aujoux
819,Mont Gravet 2013 Colombard,France,"Soft, ripe and fruity, this is an immediately accessible, drinkable wine. It's soft with lemon and yellow fruits coming together to give a fresh, lively apéritif style of wine.",,86,9.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Colombard,Mont Gravet
820,Navardia 2013 Made With Organic Grapes,Spain,"Cherry and cassis aromas are a touch flat and jammy. This shows grabby tannins as well as loamy, earthy, lightly bitter flavors of black fruits. The finish lumbers along with size and tannic grip, but overall this blend of 65% Tempranillo, 25% Graciano and 10% Garnacha shows well.",Made With Organic Grapes,86,12.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Tempranillo Blend,Navardia
821,Pata Negra NV Brut Sparkling,Spain,"Bready aromas feature melon as the main fruit scent. This is chunky in feel, with moderate acidity and cut. Apple, melon and green-herb flavors finish with hints of toast, yeast and generic sweetness.",Brut,86,15.0,Catalonia,Cava,,Michael Schachner,@wineschach,Sparkling Blend,Pata Negra
822,Ridolfi 2012  Rosso di Montalcino,Italy,"This displays evident oak sensations of sweet vanilla, toast, espresso, milk chocolate and mature black plum alongside drying tannins. There's not much fresh acidity so drink soon before it dries out.",,86,20.0,Tuscany,Rosso di Montalcino,,Kerin O’Keefe,@kerinokeefe,Sangiovese,Ridolfi
823,Still Waters 2010 Malbec,US,"Grape soda, prune, leather, graphite, dust and black tobacco blend into an intriguing nose on this estate Malbec from Paso's Eastside. It's a little rustic around the edges once sipped, but pleasantly so. The mouthfeel is soft, the flavors are peppery and the tannins and acidity are built to last.",,86,28.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Malbec,Still Waters
824,Stomping Ground 2010 Merlot,US,"Nothing is out of place in this solid, attractive and well-priced Merlot. It is a straightforward red wine that feels well-balanced, is medium to full-bodied, and has tasty, mellow plum and cherry flavors. Firm tannins mark the clean finish.",,86,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Merlot,Stomping Ground
825,Tenuta Poggio il Castellare 2009  Brunello di Montalcino,Italy,"Roasted coffee bean, underbrush, toast and allspice lead the nose on this big wine. The one-dimensional palate offers dense cherry extract, licorice and the warmth of alcohol. It's already evolved so drink now.",,86,70.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Sangiovese,Tenuta Poggio il Castellare
826,Tenuta San Giorgio 2012 Ciampoleto,Italy,"This wine brings together sensations of tilled earth, espresso, oak extract, coffee, overripe black plum and vanilla. The palate displays tightly packed tannins but it's low on fresh acidity so drink it soon.",Ciampoleto,86,28.0,Tuscany,Rosso di Montalcino,,Kerin O’Keefe,@kerinokeefe,Sangiovese,Tenuta San Giorgio
827,Terrapura 2012 Merlot,Chile,"Leathery, briny plum aromas are full and herbal. This feels solid and medium in size and body. Flavors of earthy, roasted berry and plum finish lightly green and herbal, with a touch of sweetness.",,86,11.0,Curicó Valley,,,Michael Schachner,@wineschach,Merlot,Terrapura
828,Clos Troteligotte 2013 K-libre Chenin Blanc,France,"Chenin Blanc has found an unlikely new home in Cahors, to judge by the producers who are trying it out. It works well, giving a deliciously nutty character as well as intense citrus and minerality. Age this wine until 2015.",K-libre,86,30.0,Southwest France,Côtes du Lot,,Roger Voss,@vossroger,Chenin Blanc,Clos Troteligotte
829,Columbia Winery 2013 Viognier,US,"A clean, fresh wine, this opens with crisply varietal aromatics of citrus and orange blossom. The flavors follow suit, adding some fresh-cut pineapple as well; then the wine hits a wall and simply pulls up short.",,86,26.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Viognier,Columbia Winery
830,Domaine de Thulon 2013  Beaujolais-Villages,France,"Crisp while also fruity, it has bright acidity, lively citrus and apple flavors and a refreshing aftertaste. Drink now.",,86,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Chardonnay,Domaine de Thulon
831,Domaine du Haut-Poncié 2013 Roche Grès,France,Some wood aging gives the fruitiness of the wine an added spice. Tannins support the bitter cherry flavors and add firmness to the juicy acidity. Drink from the end of 2015.,Roche Grès,86,23.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Gamay,Domaine du Haut-Poncié
832,Domaine du Vissoux 2013 Coeur de Vendanges,France,"The wine is very fresh, with intense acidity and fragrant red fruits. Made from 100-year-old vines, it's tight, mineral and has a cool, light character with the merest hint of tannin. Drink now.",Coeur de Vendanges,86,,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Gamay,Domaine du Vissoux
833,Dosio 2012  Nebbiolo d'Alba,Italy,"Aromas of a closed cellar blow off in the glass to reveal underbrush, violet, woodland berries and a hint of white pepper that all carry over to the palate. It's one-dimensional with fresh acidity and would work well with deep-dish pizza covered with toppings.",,86,30.0,Piedmont,Nebbiolo d'Alba,,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Dosio
834,G7 2012 Reserva Estate Bottled Cabernet Sauvignon,Chile,"Briary, spicy, mildly herbal berry aromas give way to a full, bold, wiry feeling palate with pointed acidity. Herbal, lightly green flavors of tobacco and plum finish crisp.",Reserva Estate Bottled,86,10.0,Loncomilla Valley,,,Michael Schachner,@wineschach,Cabernet Sauvignon,G7
835,Georges Duboeuf 2013 Flower Label,France,"Attractive cherry flavors give a ripe, rounded feel that's balanced by the acidity and tannins. Black cherries burst easily from the glass, delivering a full aftertaste.",Flower Label,86,12.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Gamay,Georges Duboeuf
836,Juvé y Camps NV Cinta Púrpura Brut Reserva Sparkling,Spain,"Apple and melon aromas are standard and light. A juicy, citrusy feeling palate delivers stone-fruit flavors of peach and nectarine. A mild finish is fresh in flavor and feel.",Cinta Púrpura Brut Reserva,86,13.0,Catalonia,Cava,,Michael Schachner,@wineschach,Sparkling Blend,Juvé y Camps
837,Juvé y Camps NV Sweet Reserva Sparkling,Spain,"Generic white-fruit and matchstick aromas are quiet in nature. This is creamy and not assaulting or sugary on the palate. Mango, melon, lychee and citrus flavors finish with lime notes.",Sweet Reserva,86,15.0,Catalonia,Cava,,Michael Schachner,@wineschach,Sparkling Blend,Juvé y Camps
838,Kontos 2011 Les Collines Vineyard Syrah,US,"Despite the abv listed, this wine does not seem especially ripe. Peppery highlights carry a whiff of onion, and between the alcohol burn and the green edges, the wine has not come together. Aging in 40% new oak adds some toast, but not grip or density.",Les Collines Vineyard,86,36.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Syrah,Kontos
839,Lamoreaux Landing 2013 Yellow Dog Vineyard Riesling,US,"Blossoms and yellow cherries lend a sweet floral flair on the nose of this dry Riesling. It's straightforward in style, but quaffable and refreshing, with flavors of fresh apple and pear that finish crisp and clean.",Yellow Dog Vineyard,86,20.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Riesling,Lamoreaux Landing
840,Laurent Gauthier 2013 Rosé,France,"This is a rich style of rosé, rounded and fruity with good texture, wild strawberry flavors and very crisp acidity at the end. It's an attractive wine and one that's worth keeping until 2015.",,86,,Beaujolais,Beaujolais Rosé,,Roger Voss,@vossroger,Rosé,Laurent Gauthier
841,Leaping Horse 2013 Chardonnay,US,"This does a good job of balancing lively pear and apple flavors with dashes of toast and butter. It's medium to full-bodied, dry and has enough crispness to help the flavors linger.",,86,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Chardonnay,Leaping Horse
842,Manoir du Carra 2013  Beaujolais-Villages,France,"While the wine has a crisp side, it's also full of red fruits and soft tannins. That makes for a wine that's fragrant, fruity, ready to drink and not likely to age much. Enjoy it now.",,86,16.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Gamay,Manoir du Carra
843,Maryhill 2011 Proprietor's Reserve Cabernet Franc,US,"Aged for 20 months in 40% new French oak, this remains a tough nut to crack. It's encased in a hard tannic shell, with little ripe fruit, and is strongly flavored with barrel notes of tobacco and vanilla. Decant it or put it through an aerator.",Proprietor's Reserve,86,25.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Cabernet Franc,Maryhill
844,Cottanera 2015 Bianco,Italy,"Aromas of citrus, white stone fruit and a vegetal hint suggesting tomato leaf lead the way. The racy palate offers grapefruit, pineapple, fresh white peach and flinty mineral while a pleasantly bitter note closes the finish.",Bianco,90,24.0,Sicily & Sardinia,Etna,,Kerin O’Keefe,@kerinokeefe,Carricante,Cottanera
845,CVA Canicattì 2015 Aquilae Bio Grillo,Italy,"Fragrant and fresh, this Grillo opens with alluring scents of acacia flower, beeswax and white stone fruit. The succulent palate offers creamy white peach, juicy nectarine, almond and mineral framed in tangy acidity. A note of chopped herb closes the lingering finish.",Aquilae Bio,90,,Sicily & Sardinia,Terre Siciliane,,Kerin O’Keefe,@kerinokeefe,Grillo,CVA Canicattì
846,Domaine Barmès-Buecher 2014 Rosenberg Sylvaner,France,"A soft, stony scent of pebble and the faintest melon signals a fresh, clean wine. The palate plays these aromas out softly but also with precision. That stoniness lingers on the dry, gentle finish and the lasting flavor of fresh apple peel",Rosenberg,90,24.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Sylvaner,Domaine Barmès-Buecher
847,Domaine Bott-Geyl 2012 Galets Oligocène Pinot Noir,France,"The Pinot-ness of this wine is undeniable: its structure is of velvet, and its aromas convey freshly turned earth, autumnal oak leaf and subdued red-cherry fruit. There is a depth that evokes deep forests. Have this with furred or feathered game.",Galets Oligocène,90,33.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Pinot Noir,Domaine Bott-Geyl
